attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,israel_sentiment_1,israel_sentiment_2,israel_sentiment_3,israel_sentiment_4,israel_sentiment_5,israel_sentiment_6,letter,antisemitism_1,antisemitism_2,antisemitism_3,antisemitism_4,antisemitism_5,report_eval,man_a,man_b,man_c,man_d,apartheid,antisemitism_opened,sex,sex_3_TEXT,state,race,race_6_TEXT,ethnicity,age_1,education,religion,religion_11_TEXT,partisanship,age,gender,hhi,ethnicity,hispanic,education,political_party,region,condition 
Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Somewhat Agree,Disagree strongly,Agree strongly,2.662,5.722,6.301,2,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,No letter,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Not very antisemitic,Yes,Yes,Yes,Yes,Very dangerous gang,Non religious ,Female,,Kentucky,White,,Not Hispanic or Latino or Spanish origin,32,Bachelor's degree in college (4-year),Atheist/agnostic,,Strong Democrat,32,2,2,1,1,6,1,3,3
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,19.226,0,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not very antisemitic,No,No,No,No,Not sure,Not sure what it means,Female,,Pennsylvania,White,,Not Hispanic or Latino or Spanish origin,40,Bachelor's degree in college (4-year),Roman Catholic,,Republican,40,2,4,1,1,4,10,1,2
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,4.347,29.11,30.175,8,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,No letter,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Separately categorized population of people in countries according to the government entity ,Against the religious beliefs of the Jewish world ,Female,,Mississippi,White,,Not Hispanic or Latino or Spanish origin,51,Associate degree in college (2-year),Protestant,,Republican,51,2,2,1,1,5,8,3,6
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree strongly,Agree strongly,1.591,1.591,8.082,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Don't know ,Don't know ,Female,,Virginia,Black or African American,,Not Hispanic or Latino or Spanish origin,62,High school graduate (high school diploma or equivalent including GED),Other,Baspist ,Strong Democrat,62,2,1,2,1,2,1,3,2
Somewhat Agree,Agree strongly,Somewhat Agree,Agree strongly,Agree strongly,Somewhat Agree,Neither agree nor disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,1,18,1,1,2,2,3,
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Somewhat Disagree,Disagree strongly,Agree strongly,24.453,25.368,27.252,2,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I really don't want to go and do this right now seriously come on,Same shit here too ,Female,,Florida,White,,Not Hispanic or Latino or Spanish origin,42,Bachelor's degree in college (4-year),Orthodox (Greek or Russian),,Independent,42,2,1,1,1,6,4,3,7
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,0,0,7.02,0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Yes,Yes,Yes,Yes,Unsure,Unsure,Female,,North Carolina,White,,Not Hispanic or Latino or Spanish origin,47,Associate degree in college (2-year),Nothing in particular,,Independent,61,2,8,1,1,4,5,3,1
Agree strongly,Disagree strongly,Neither agree nor disagree,Agree strongly,Somewhat Agree,Disagree strongly,Disagree strongly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,2,9,1,1,4,9,3,
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,3.837,3.837,7.631,1,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,No,Yes,Yes,Not sure ,Not sure,Female,,Pennsylvania,White,,Not Hispanic or Latino or Spanish origin,25,Some college but no degree,Nothing in particular,,"Independent, but Lean Republican",25,2,17,1,1,4,9,1,3
Agree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,21.661,22.362,23.86,3,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,No letter,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I'm not real sure,I'm not real sure,Female,,Georgia,White,,Not Hispanic or Latino or Spanish origin,62,High school graduate (high school diploma or equivalent including GED),Protestant,,Strong Republican,62,2,1,1,1,2,10,3,3
Agree strongly,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Somewhat Agree,Disagree strongly,Agree strongly,0,0,41.093,0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Yes,Yes,Yes,Yes,I don't know,I don't know,Female,,Oregon,White,,Not Hispanic or Latino or Spanish origin,35,Some college but no degree,Protestant,,Strong Republican,35,2,1,15,1,6,10,4,1
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree strongly,3.976,3.976,13.482,1,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,No letter,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I have no idea how to even say that word,I honestly couldn't tell you off the top of my head,Female,,Missouri,White,,Not Hispanic or Latino or Spanish origin,24,Some college but no degree,Nothing in particular,,"Independent, but Lean Republican",24,2,2,1,1,2,5,2,3
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Disagree strongly,Agree strongly,1.001,14.918,16.463,5,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No letter,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,No,No,No,Discrimination between different races ,None ,Female,,North Carolina,White,,Not Hispanic or Latino or Spanish origin,41,High school graduate (high school diploma or equivalent including GED),Protestant,,Republican,41,2,2,1,1,2,10,3,3
Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2,1,1,1,2,6,4,
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Disagree strongly,Agree strongly,0.996,26.777,28.403,4,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Neither agree nor disagree,No letter,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,No,Yes,I am honestly not sure what Apartheid means. ,I honestly don't know. ,Female,,Florida,White,,Not Hispanic or Latino or Spanish origin,53,Associate degree in college (2-year),Protestant,,Republican,53,2,1,1,1,4,10,3,2
Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,93.859,93.859,94.927,1,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Very antisemitic,Yes,No,Yes,No,I have absolutely no idea what that is ,I have no idea what that is either ,Female,,Indiana,White,,Not Hispanic or Latino or Spanish origin,29,Some college but no degree,Nothing in particular,,Independent,29,2,4,1,1,3,7,2,7
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.177,33.356,37.16,4,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,No letter,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I'm not sure ,Racist ,Female,,Michigan,Black or African American,,Not Hispanic or Latino or Spanish origin,51,High school graduate (high school diploma or equivalent including GED),Nothing in particular,,Independent,51,2,2,2,1,2,4,2,4
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,1.222,1.222,6.034,1,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,I'd like to write a letter in opposition of Israel,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Not very antisemitic,No,No,Yes,Yes,Ty,Yea ,Female,,New York,Asian or Asian American,,Not Hispanic or Latino or Spanish origin,22,Associate degree in college (2-year),Muslim,,"Independent, but Lean Democrat",18,2,16,4,1,2,4,1,4
Somewhat Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,5.151,15.963,17.182,3,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,I really cannot define what that is.,It's often used as a word for racism dealing with Middle Eastern people.,Male,,Texas,White,,Not Hispanic or Latino or Spanish origin,35,Some college but no degree,Protestant,,Independent,35,1,7,1,1,6,4,3,2
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,28.732,38.541,52.7,2,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No letter,Somewhat agree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,No,No,Yes,I have no idea. ,I have no idea. ,Female,,Missouri,White,,Not Hispanic or Latino or Spanish origin,32,Some college but no degree,Nothing in particular,,"Independent, but Lean Democrat",32,2,7,1,1,6,3,2,4
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,1,1,1,1,2,1,3,
Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,1,3,1,1,2,10,2,
Somewhat Agree,Somewhat Disagree,Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Disagree strongly,Agree strongly,4.466,4.466,6.521,1,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,,No,No,No,No,Suffering of a race because of hatred ,Suffering of a certain religious factor because of hatred ,Female,,Texas,Black or African American,,Not Hispanic or Latino or Spanish origin,69,Some college but no degree,Nothing in particular,,Democrat,69,2,5,2,1,6,2,3,1
Disagree strongly,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,23.545,0,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No letter,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,,No,No,No,No,South African system of racism ,Racism against Jewish people,Female,,Ohio,White,,Not Hispanic or Latino or Spanish origin,26,Bachelor's degree in college (4-year),Other,Pagan,Democrat,26,2,12,1,1,6,1,2,1
Neither agree nor disagree,Somewhat Agree,Neither agree nor disagree,Agree strongly,Somewhat Disagree,Disagree strongly,Agree strongly,13.057,47.919,49.931,6,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,No letter,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all antisemitic,Yes,Yes,No,No,A government oppressing a certain group of people.,Hatred of jews,Female,,North Carolina,White,,Not Hispanic or Latino or Spanish origin,63,Some college but no degree,Protestant,,Strong Democrat,63,2,7,1,1,6,1,3,5
Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Disagree,Neither agree nor disagree,Disagree strongly,Agree strongly,15.101,39.237,47.694,3,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,I'd like to write a letter in support of Israel,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Political segregation ,Prejudice against Jewish People ,Female,,Texas,White,,Not Hispanic or Latino or Spanish origin,57,High school graduate (high school diploma or equivalent including GED),Protestant,,"Independent, but Lean Republican",57,2,2,1,1,5,5,3,6
Disagree strongly,Agree strongly,Neither agree nor disagree,Disagree strongly,Somewhat Disagree,Disagree strongly,Agree strongly,0,0,12.055,0,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,No letter,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Not at all antisemitic,Yes,Yes,Yes,Yes,We should leave them alone,Its when you judge others,Female,,Florida,White,,Not Hispanic or Latino or Spanish origin,42,Associate degree in college (2-year),Roman Catholic,,Republican,42,2,14,1,1,5,10,3,2
Somewhat Disagree,Somewhat Agree,Neither agree nor disagree,Somewhat Agree,Somewhat Disagree,Disagree strongly,Agree strongly,2.082,17.551,22.72,4,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,No letter,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Not very antisemitic,Yes,Yes,No,Yes,Black vs white,Anti Jew,Male,,New York,White,,Not Hispanic or Latino or Spanish origin,65,Bachelor's degree in college (4-year),Protestant,,Republican,65,1,19,1,1,6,9,1,7
Somewhat Agree,Somewhat Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree strongly,0.891,0.891,6.848,1,Strongly disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,No letter,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,Yes,Yes,Yes,Not something to get involved in ,Anti jewish,Female,,Georgia,White,,Not Hispanic or Latino or Spanish origin,30,Bachelor's degree in college (4-year),Atheist/agnostic,,Democrat,30,2,4,1,1,6,1,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,23,1,1,8,5,4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,1,2,1,1,8,10,3,
Disagree strongly,Agree strongly,Neither agree nor disagree,Somewhat Disagree,Disagree strongly,Disagree strongly,Agree strongly,4.311,4.311,11.871,1,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,No letter,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat antisemitic,Yes,No,Yes,Yes,i have no idea,racism against jewish people ,Female,,Ohio,White,,Not Hispanic or Latino or Spanish origin,28,High school graduate (high school diploma or equivalent including GED),Atheist/agnostic,,Democrat,28,2,4,1,1,2,1,2,4
